id,transcript,intent,service_type,urgency_level
732,there are snakes near my house,report_issue,pest_controller,high
733,i need snake removal immediately,request_service,pest_controller,high
734,i found a snake inside my house,report_issue,pest_controller,high
735,there are pigeons nesting on my roof,report_issue,pest_controller,medium
736,i need bird control service,request_service,pest_controller,medium
737,bats are entering my attic,report_issue,pest_controller,high
738,i need bat removal service,request_service,pest_controller,high
739,i have insects all over my house,report_issue,pest_controller,medium
740,i need insect control,request_service,pest_controller,medium
741,there are flies everywhere,report_issue,pest_controller,low
742,i need fly control service,request_service,pest_controller,low
743,i found silverfish in my bathroom,report_issue,pest_controller,medium
744,my pantry has insects,report_issue,pest_controller,medium
745,there are bugs in my kitchen cabinets,report_issue,pest_controller,medium
746,i need fumigation service,request_service,pest_controller,medium
747,i want to fumigate my house,request_service,pest_controller,medium
748,my office needs pest control,report_issue,pest_controller,medium
749,i need pest control for my shop,request_service,pest_controller,medium
750,my restaurant has a pest problem,report_issue,pest_controller,high
751,i need pest control for my warehouse,request_service,pest_controller,medium
752,there are cockroaches in my restaurant,report_issue,pest_controller,high
753,rats are damaging my property,report_issue,pest_controller,high
754,pests are destroying my garden,report_issue,pest_controller,medium
755,i need pest control for my garden,request_service,pest_controller,medium
756,insects are damaging my plants,report_issue,pest_controller,medium
757,termites are spreading quickly,report_issue,pest_controller,high
758,my ceiling has signs of termites,report_issue,pest_controller,high
759,i think there are termites in my walls,report_issue,pest_controller,high
760,i need emergency pest control,request_service,pest_controller,high
761,please send pest control today,request_service,pest_controller,medium
762,i need urgent pest removal,request_service,pest_controller,high
763,my home has a serious pest problem,report_issue,pest_controller,high
764,pests are everywhere in my house,report_issue,pest_controller,high
765,i cannot control the pest infestation,report_issue,pest_controller,high
766,i need immediate pest treatment,request_service,pest_controller,high
767,i need professional pest control,request_service,pest_controller,medium
768,i need someone to inspect my house for pests,request_service,pest_controller,low
769,i think i have a pest infestation,report_issue,pest_controller,medium
770,i found insect eggs in my house,report_issue,pest_controller,medium
771,there are ants in every room,report_issue,pest_controller,medium
772,cockroaches keep appearing at night,report_issue,pest_controller,medium
773,i hear rats in the walls,report_issue,pest_controller,high
774,i hear rodents in the ceiling,report_issue,pest_controller,high
775,i found droppings around my kitchen,report_issue,pest_controller,medium
776,i need pest inspection,request_service,pest_controller,low
777,i need pest prevention treatment,request_service,pest_controller,low
778,my house needs regular pest control,report_issue,pest_controller,low
779,i need annual pest control service,request_service,pest_controller,low
780,i want to schedule pest treatment,request_service,pest_controller,low
781,there are bugs in my bedroom,report_issue,pest_controller,medium
782,insects are biting my family,report_issue,pest_controller,high
783,i think bed bugs are biting us,report_issue,pest_controller,high
784,my children are getting bitten by insects,report_issue,pest_controller,high
785,i need someone to eliminate cockroaches,request_service,pest_controller,medium
786,my storage room has pests,report_issue,pest_controller,medium
787,my garage has rodents,report_issue,pest_controller,medium
788,there are ants around my food storage,report_issue,pest_controller,medium
789,i found termites near the door frame,report_issue,pest_controller,high
790,pests have damaged my wooden floor,report_issue,pest_controller,high
791,my business needs urgent pest control,report_issue,pest_controller,high
792,i need pest control before guests arrive,request_service,pest_controller,high
793,please arrange pest control immediately,report_issue,pest_controller,high
794,i need someone to remove a pest infestation,request_service,pest_controller,high
795,my property needs pest treatment today,report_issue,pest_controller,medium
796,i need complete pest control service,request_service,pest_controller,medium
797,i need immediate pest removal assistance,request_service,pest_controller,high
798,my house needs fumigation as soon as possible,report_issue,pest_controller,high
799,i have a severe pest infestation,report_issue,pest_controller,high
800,need a cleaning service,request_service,cleaning_service,medium
801,please send a cleaner,request_service,cleaning_service,medium
802,i need someone to clean my house,request_service,cleaning_service,medium
803,my house needs cleaning,report_issue,cleaning_service,medium
804,i need home cleaning service,request_service,cleaning_service,medium
805,i need a cleaner today,request_service,cleaning_service,medium
806,i need deep cleaning for my house,request_service,cleaning_service,medium
807,my apartment needs cleaning,report_issue,cleaning_service,medium
808,i need someone to clean my apartment,request_service,cleaning_service,medium
809,i need office cleaning service,request_service,cleaning_service,medium
810,my office needs cleaning,report_issue,cleaning_service,medium
811,i need someone to clean my office,request_service,cleaning_service,medium
812,i need kitchen cleaning service,request_service,cleaning_service,low
813,my kitchen is very dirty,report_issue,cleaning_service,medium
814,i need bathroom cleaning service,request_service,cleaning_service,low
815,my bathroom needs deep cleaning,report_issue,cleaning_service,medium
816,i need someone to clean my bathroom,request_service,cleaning_service,low
817,my living room needs cleaning,report_issue,cleaning_service,low
818,i need my bedroom cleaned,request_service,cleaning_service,low
819,i need floor cleaning service,request_service,cleaning_service,low
820,the floors are very dirty,report_issue,cleaning_service,low
821,i need window cleaning service,request_service,cleaning_service,low
822,my windows need cleaning,report_issue,cleaning_service,low
823,i need carpet cleaning service,request_service,cleaning_service,medium
824,my carpet is dirty,report_issue,cleaning_service,medium
825,i need sofa cleaning service,request_service,cleaning_service,medium
826,my sofa needs deep cleaning,report_issue,cleaning_service,medium
827,i need curtain cleaning service,request_service,cleaning_service,low
828,my curtains need cleaning,report_issue,cleaning_service,low
829,i need mattress cleaning service,request_service,cleaning_service,medium
830,my mattress needs cleaning,report_issue,cleaning_service,medium
831,i need post construction cleaning,request_service,cleaning_service,high
832,i need cleaning after renovation,request_service,cleaning_service,high
833,my newly renovated house needs cleaning,report_issue,cleaning_service,high
834,i need move in cleaning service,request_service,cleaning_service,medium
835,i need move out cleaning service,request_service,cleaning_service,medium
836,i need spring cleaning service,request_service,cleaning_service,low
837,i need regular house cleaning,request_service,cleaning_service,low
838,i need weekly cleaning service,request_service,cleaning_service,low
839,i need monthly cleaning service,request_service,cleaning_service,low
840,i need commercial cleaning service,request_service,cleaning_service,medium
841,i need warehouse cleaning,request_service,cleaning_service,medium
842,i need shop cleaning service,request_service,cleaning_service,medium
843,my restaurant needs cleaning,report_issue,cleaning_service,high
844,i need hotel room cleaning,request_service,cleaning_service,medium
845,i need cleaning before guests arrive,request_service,cleaning_service,high
846,i need urgent cleaning service,request_service,cleaning_service,high
847,please send a cleaner immediately,request_service,cleaning_service,high
848,my house is a complete mess,report_issue,cleaning_service,high
849,i need emergency cleaning service,request_service,cleaning_service,high
850,i spilled something all over the floor,report_issue,cleaning_service,medium
851,i need someone to clean up a spill,request_service,cleaning_service,medium
852,my house needs a full cleaning,request_service,cleaning_service,medium
853,i need complete home cleaning,request_service,cleaning_service,medium
854,i need dust removal service,request_service,cleaning_service,low
855,there is dust everywhere,report_issue,cleaning_service,low
856,i need someone to remove cobwebs,request_service,cleaning_service,low
857,i need ceiling cleaning service,request_service,cleaning_service,low
858,i need wall cleaning service,request_service,cleaning_service,low
859,my walls are dirty,report_issue,cleaning_service,low
860,i need balcony cleaning service,request_service,cleaning_service,low
861,my balcony needs cleaning,report_issue,cleaning_service,low
862,i need garage cleaning service,request_service,cleaning_service,medium
863,my garage is very dirty,report_issue,cleaning_service,medium
864,i need driveway cleaning,request_service,cleaning_service,low
865,my garden area needs cleaning,report_issue,cleaning_service,low
866,i need pressure washing service,request_service,cleaning_service,medium
867,i need tile cleaning service,request_service,cleaning_service,medium
868,my tiles need deep cleaning,report_issue,cleaning_service,medium
869,i need grout cleaning,request_service,cleaning_service,medium
870,my house smells bad and needs cleaning,report_issue,cleaning_service,medium
871,i need sanitization service,request_service,cleaning_service,medium
872,i need disinfecting service,request_service,cleaning_service,medium
873,i need cleaning after a party,request_service,cleaning_service,high
874,my house is dirty after an event,report_issue,cleaning_service,high
875,i need someone to clean before a family gathering,request_service,cleaning_service,medium
876,i need office cleaning before tomorrow,request_service,cleaning_service,high
877,i need cleaning service for my business,request_service,cleaning_service,medium
878,i need cleaning for my rental property,request_service,cleaning_service,medium
879,my rental house needs cleaning,report_issue,cleaning_service,medium
880,i need a cleaner for my villa,request_service,cleaning_service,medium
881,i need someone to clean every room,request_service,cleaning_service,medium
882,my kitchen needs immediate cleaning,report_issue,cleaning_service,medium
883,the bathroom is too dirty,report_issue,cleaning_service,medium
884,i need professional cleaning services,request_service,cleaning_service,medium
885,i need complete office cleaning,request_service,cleaning_service,medium
886,i need someone to clean my entire property,request_service,cleaning_service,medium
887,i need cleaning assistance today,request_service,cleaning_service,medium
888,my home needs immediate cleaning,report_issue,cleaning_service,high
889,i need someone to clean after flooding,request_service,cleaning_service,high
890,i need cleaning after water damage,request_service,cleaning_service,high
891,i need cleaning after smoke damage,emergency_request,cleaning_service,high
892,my house needs urgent deep cleaning,report_issue,cleaning_service,high
893,i need immediate home cleaning,request_service,cleaning_service,high
894,i need a cleaner as soon as possible,request_service,cleaning_service,high
895,please arrange a cleaning service today,request_service,cleaning_service,medium
896,my property needs professional cleaning,report_issue,cleaning_service,medium
897,i need complete cleaning before moving in,request_service,cleaning_service,high
898,i need someone to make my house spotless,request_service,cleaning_service,medium
899,my house needs thorough cleaning,report_issue,cleaning_service,medium
900,i need cleaning service right away,request_service,cleaning_service,high
901,i need appliance repair service,request_service,appliance_repair_service,medium
902,please send an appliance repair technician,request_service,appliance_repair_service,medium
903,i need someone to repair my refrigerator,request_service,appliance_repair_service,medium
904,my refrigerator is not cooling,report_issue,appliance_repair_service,high
905,the fridge stopped working,report_issue,appliance_repair_service,high
906,my freezer is not freezing,report_issue,appliance_repair_service,medium
907,the refrigerator is leaking water,report_issue,appliance_repair_service,medium
908,my washing machine is not working,report_issue,appliance_repair_service,medium
909,the washing machine will not start,report_issue,appliance_repair_service,medium
910,my washing machine is leaking water,report_issue,appliance_repair_service,high
911,the washing machine is making loud noises,report_issue,appliance_repair_service,medium
912,my dryer is not heating,report_issue,appliance_repair_service,medium
913,the dryer stopped working,report_issue,appliance_repair_service,medium
914,i need someone to repair my microwave,request_service,appliance_repair_service,medium
915,the microwave is not heating food,report_issue,appliance_repair_service,medium
916,my microwave will not turn on,report_issue,appliance_repair_service,medium
917,i need someone to repair my oven,request_service,appliance_repair_service,medium
918,my oven is not heating,report_issue,appliance_repair_service,medium
919,the oven stopped working,report_issue,appliance_repair_service,high
920,my electric stove is not working,report_issue,appliance_repair_service,medium
921,one burner is not heating,report_issue,appliance_repair_service,low
922,all stove burners stopped working,report_issue,appliance_repair_service,high
923,my induction cooker is not working,report_issue,appliance_repair_service,medium
924,the dishwasher is not cleaning properly,report_issue,appliance_repair_service,medium
925,my dishwasher is leaking,report_issue,appliance_repair_service,medium
926,the dishwasher will not start,report_issue,appliance_repair_service,medium
927,my vacuum cleaner is not working,report_issue,appliance_repair_service,low
928,the vacuum cleaner lost suction,report_issue,appliance_repair_service,low
929,my water dispenser is not working,report_issue,appliance_repair_service,medium
930,the water purifier is not working,report_issue,appliance_repair_service,medium
931,i need someone to repair my water purifier,request_service,appliance_repair_service,medium
932,my blender is not turning on,report_issue,appliance_repair_service,low
933,the food processor is not working,report_issue,appliance_repair_service,low
934,my electric kettle is not heating,report_issue,appliance_repair_service,low
935,the toaster is not working,report_issue,appliance_repair_service,low
936,my rice cooker stopped working,report_issue,appliance_repair_service,medium
937,the rice cooker is not heating,report_issue,appliance_repair_service,medium
938,my electric fan is not working,report_issue,appliance_repair_service,medium
939,the ceiling fan remote is not responding,report_issue,appliance_repair_service,low
940,my table fan is making strange noises,report_issue,appliance_repair_service,low
941,the exhaust fan is not working,report_issue,appliance_repair_service,medium
942,i need someone to repair my air fryer,request_service,appliance_repair_service,low
943,the air fryer is not heating,report_issue,appliance_repair_service,low
944,my coffee maker is not working,report_issue,appliance_repair_service,low
945,the espresso machine is broken,report_issue,appliance_repair_service,medium
946,my juicer is not working,report_issue,appliance_repair_service,low
947,the mixer grinder stopped working,report_issue,appliance_repair_service,medium
948,my electric iron is not heating,report_issue,appliance_repair_service,low
949,the iron stopped working suddenly,report_issue,appliance_repair_service,medium
950,my television is not turning on,report_issue,appliance_repair_service,medium
951,the tv screen is blank,report_issue,appliance_repair_service,medium
952,my television has no sound,report_issue,appliance_repair_service,medium
953,the speaker system is not working,report_issue,appliance_repair_service,medium
954,my home theater is not working,report_issue,appliance_repair_service,medium
955,my printer is not working,report_issue,appliance_repair_service,low
956,the scanner stopped working,report_issue,appliance_repair_service,low
957,my photocopy machine is broken,report_issue,appliance_repair_service,medium
958,i need someone to repair my home appliances,request_service,appliance_repair_service,medium
959,several appliances stopped working,report_issue,appliance_repair_service,high
960,i need appliance repair today,request_service,appliance_repair_service,medium
961,i need urgent appliance repair,request_service,appliance_repair_service,high
962,please send a technician immediately,request_service,appliance_repair_service,high
963,my appliance stopped working unexpectedly,report_issue,appliance_repair_service,high
964,my appliance is making unusual noises,report_issue,appliance_repair_service,medium
965,i smell something burning from my appliance,report_issue,appliance_repair_service,high
966,my appliance is overheating,report_issue,appliance_repair_service,high
967,the appliance keeps turning off,report_issue,appliance_repair_service,medium
968,the appliance will not power on,report_issue,appliance_repair_service,medium
969,i need emergency appliance repair,request_service,appliance_repair_service,high
970,my refrigerator is making loud noises,report_issue,appliance_repair_service,medium
971,my freezer door will not close,report_issue,appliance_repair_service,low
972,the washing machine is vibrating excessively,report_issue,appliance_repair_service,medium
973,my microwave sparks when i use it,emergency_request,appliance_repair_service,high
974,the oven door will not close,report_issue,appliance_repair_service,medium
975,my dishwasher leaves water inside,report_issue,appliance_repair_service,medium
976,my water heater is not working,report_issue,appliance_repair_service,high
977,the electric geyser is not heating water,report_issue,appliance_repair_service,high
978,my instant water heater stopped working,report_issue,appliance_repair_service,high
979,my electric chimney is not working,report_issue,appliance_repair_service,medium
980,the kitchen hood is not removing smoke,emergency_request,appliance_repair_service,medium
981,my electric appliance needs inspection,report_issue,appliance_repair_service,low
982,i need someone to diagnose my appliance,request_service,appliance_repair_service,low
983,the control panel is not responding,report_issue,appliance_repair_service,medium
984,the display screen is not working,report_issue,appliance_repair_service,medium
985,my appliance keeps showing an error,report_issue,appliance_repair_service,medium
986,my appliance needs servicing,report_issue,appliance_repair_service,low
987,i need regular appliance maintenance,request_service,appliance_repair_service,low
988,my appliance has an electrical fault,report_issue,appliance_repair_service,high
989,the motor inside my appliance is not working,report_issue,appliance_repair_service,medium
990,i need replacement of a faulty appliance part,request_service,appliance_repair_service,medium
991,my appliance keeps tripping the power,report_issue,appliance_repair_service,high
992,the appliance stopped after a power cut,report_issue,appliance_repair_service,medium
993,my home appliance needs immediate repair,report_issue,appliance_repair_service,high
994,i need professional appliance repair,request_service,appliance_repair_service,medium
995,my appliance is completely dead,report_issue,appliance_repair_service,high
996,please arrange appliance repair as soon as possible,report_issue,appliance_repair_service,high
997,i need immediate appliance repair assistance,request_service,appliance_repair_service,high
998,my kitchen appliance needs urgent repair,report_issue,appliance_repair_service,high
999,i cannot use my appliance anymore,report_issue,appliance_repair_service,medium
1000,my appliance has completely failed,report_issue,appliance_repair_service,high
1001,i need a moving company,request_service,movers,medium
1002,please send a moving company,request_service,movers,medium
1003,i need movers for my house,request_service,movers,medium
1004,i need help moving to a new house,request_service,movers,medium
1005,i am moving to a new apartment,report_issue,movers,medium
1006,i need furniture moving service,request_service,movers,medium
1007,i need house moving service,request_service,movers,medium
1008,i need office relocation service,request_service,movers,medium
1009,i need someone to move my furniture,request_service,movers,medium
1010,i need help relocating my office,request_service,movers,medium
1011,i need movers today,request_service,movers,medium
1012,i need urgent moving service,request_service,movers,high
1013,please arrange movers immediately,report_issue,movers,high
1014,i need to move this weekend,request_service,movers,medium
1015,i need to move tomorrow,request_service,movers,high
1016,i am relocating my home,report_issue,movers,medium
1017,i am relocating my business,report_issue,movers,medium
1018,i need help transporting my furniture,request_service,movers,medium
1019,i need a moving truck,request_service,movers,medium
1020,i need movers with a truck,request_service,movers,medium
1021,i need packing and moving service,request_service,movers,medium
1022,i need help packing my belongings,request_service,movers,low
1023,i need unpacking service,request_service,movers,low
1024,i need complete relocation service,request_service,movers,medium
1025,i need someone to move heavy furniture,request_service,movers,medium
1026,i need help moving a sofa,request_service,movers,low
1027,i need help moving a bed,request_service,movers,low
1028,i need help moving a wardrobe,request_service,movers,low
1029,i need help moving a dining table,request_service,movers,low
1030,i need help moving a refrigerator,request_service,movers,medium
1031,i need help moving a washing machine,request_service,movers,medium
1032,i need help moving a piano,request_service,movers,high
1033,i need help moving fragile items,request_service,movers,medium
1034,i need help moving boxes,request_service,movers,low
1035,i need apartment moving service,request_service,movers,medium
1036,i need house shifting service,request_service,movers,medium
1037,i need office shifting service,request_service,movers,medium
1038,i need to move my shop,request_service,movers,medium
1039,i need warehouse relocation service,request_service,movers,medium
1040,i need commercial moving service,request_service,movers,medium
1041,i need residential moving service,request_service,movers,medium
1042,i need long distance moving service,request_service,movers,medium
1043,i need local moving service,request_service,movers,low
1044,i need same day moving service,request_service,movers,high
1045,i need emergency movers,request_service,movers,high
1046,my moving company canceled,report_issue,movers,high
1047,i need replacement movers today,request_service,movers,high
1048,i need someone to move my belongings,request_service,movers,medium
1049,i need furniture transportation,request_service,movers,medium
1050,i need to move household items,request_service,movers,medium
1051,i need help with home relocation,request_service,movers,medium
1052,i need to move into my new home,request_service,movers,medium
1053,i need movers before tonight,request_service,movers,high
1054,i need to move before the weekend,request_service,movers,medium
1055,i need moving assistance,request_service,movers,medium
1056,i need professional movers,request_service,movers,medium
1057,i need affordable moving service,request_service,movers,low
1058,i need reliable movers,request_service,movers,low
1059,i need movers for a small apartment,request_service,movers,low
1060,i need movers for a large house,request_service,movers,medium
1061,i need to relocate my office equipment,request_service,movers,medium
1062,i need help moving office furniture,request_service,movers,medium
1063,i need to move my business equipment,request_service,movers,medium
1064,i need someone to transport my furniture safely,request_service,movers,medium
1065,i need careful movers for fragile furniture,request_service,movers,medium
1066,i need movers for heavy appliances,request_service,movers,medium
1067,i need help carrying heavy boxes,request_service,movers,low
1068,i need someone to move my belongings upstairs,request_service,movers,low
1069,i need someone to move furniture downstairs,request_service,movers,low
1070,i need loading and unloading service,request_service,movers,medium
1071,i need help loading a moving truck,request_service,movers,low
1072,i need unloading assistance,request_service,movers,low
1073,i need packing materials and movers,request_service,movers,medium
1074,i need moving service with packing supplies,request_service,movers,medium
1075,i need to relocate my family,request_service,movers,medium
1076,i need to move all my household furniture,request_service,movers,medium
1077,i need movers for a complete house move,request_service,movers,medium
1078,i need office moving as soon as possible,request_service,movers,high
1079,my relocation is urgent,report_issue,movers,high
1080,i need immediate relocation service,request_service,movers,high
1081,i need movers within the next few hours,request_service,movers,high
1082,i need a moving crew today,request_service,movers,high
1083,i need someone to transport my office furniture,request_service,movers,medium
1084,i need furniture removal service,request_service,movers,medium
1085,i need to move my storage items,request_service,movers,medium
1086,i need help emptying my apartment,request_service,movers,medium
1087,i need someone to relocate my household goods,request_service,movers,medium
1088,i need movers for a scheduled relocation,request_service,movers,low
1089,i need moving services for my new office,request_service,movers,medium
1090,i need experienced movers,request_service,movers,low
1091,i need furniture moving before tomorrow,request_service,movers,high
1092,i need moving help right away,request_service,movers,high
1093,please send movers as soon as possible,request_service,movers,high
1094,i need urgent furniture transportation,request_service,movers,high
1095,i need to relocate immediately,request_service,movers,high
1096,i need emergency house moving service,request_service,movers,high
1097,i need immediate moving assistance,request_service,movers,high
1098,i need moving service without delay,request_service,movers,high
1099,my move cannot wait any longer,report_issue,movers,high
1100,i need movers right now,request_service,movers,high
1101,i need a locksmith,request_service,locksmith,medium
1102,please send a locksmith,request_service,locksmith,medium
1103,i am locked out of my house,report_issue,locksmith,high
1104,i cannot open my front door,report_issue,locksmith,high
1105,i lost my house keys,report_issue,locksmith,high
1106,my key broke inside the lock,report_issue,locksmith,high
1107,i need someone to unlock my door,request_service,locksmith,high
1108,my door lock is jammed,report_issue,locksmith,medium
1109,the lock is not working,report_issue,locksmith,medium
1110,i cannot lock my door,report_issue,locksmith,medium
1111,i need to replace my door lock,request_service,locksmith,medium
1112,i need a new lock installed,request_service,locksmith,medium
1113,my front door lock is broken,report_issue,locksmith,high
1114,my bedroom door lock is damaged,report_issue,locksmith,medium
1115,the key will not turn in the lock,report_issue,locksmith,medium
1116,i need emergency locksmith service,request_service,locksmith,high
1117,i locked myself outside,report_issue,locksmith,high
1118,i left my keys inside the house,report_issue,locksmith,high
1119,i cannot find my house keys,report_issue,locksmith,high
1120,i need my locks changed,request_service,locksmith,medium
1121,i need someone to repair my door lock,request_service,locksmith,medium
1122,my lock is difficult to open,report_issue,locksmith,low
1123,the deadbolt is not working,report_issue,locksmith,medium
1124,my security lock is damaged,report_issue,locksmith,high
1125,i need to install a smart lock,request_service,locksmith,low
1126,i need a locksmith for my apartment,request_service,locksmith,medium
1127,my apartment door is locked,report_issue,locksmith,high
1128,i need a locksmith for my office,request_service,locksmith,medium
1129,my office door lock is broken,report_issue,locksmith,medium
1130,i need someone to unlock my office,request_service,locksmith,medium
1131,i lost the office keys,report_issue,locksmith,high
1132,my office lock needs replacement,report_issue,locksmith,medium
1133,i need to rekey my locks,request_service,locksmith,low
1134,i need duplicate house keys,request_service,locksmith,low
1135,i need spare keys made,request_service,locksmith,low
1136,my mailbox lock is broken,report_issue,locksmith,low
1137,i need to replace my mailbox lock,request_service,locksmith,low
1138,my gate lock is damaged,report_issue,locksmith,medium
1139,the gate key is stuck,report_issue,locksmith,medium
1140,i cannot unlock the gate,report_issue,locksmith,medium
1141,my garage lock is broken,report_issue,locksmith,medium
1142,i need a locksmith for my garage,request_service,locksmith,medium
1143,the garage key is missing,report_issue,locksmith,medium
1144,i need to unlock my garage,request_service,locksmith,medium
1145,my safe is locked,report_issue,locksmith,high
1146,i forgot the code to my safe,report_issue,locksmith,medium
1147,i need someone to open my safe,request_service,locksmith,high
1148,the safe lock is broken,report_issue,locksmith,high
1149,my cabinet lock is damaged,report_issue,locksmith,low
1150,i need to replace my cabinet lock,request_service,locksmith,low
1151,the drawer lock is broken,report_issue,locksmith,low
1152,my cupboard lock is jammed,report_issue,locksmith,low
1153,i need a locksmith to repair my cupboard lock,request_service,locksmith,low
1154,the bathroom door lock is stuck,report_issue,locksmith,medium
1155,i am locked inside a room,report_issue,locksmith,high
1156,the room door will not open,report_issue,locksmith,high
1157,my lock was damaged during a break in,report_issue,locksmith,high
1158,i need to secure my house immediately,request_service,locksmith,high
1159,i need all my locks replaced,request_service,locksmith,high
1160,someone tried to break my lock,report_issue,locksmith,high
1161,i need urgent lock repair,request_service,locksmith,high
1162,i need lock installation service,request_service,locksmith,medium
1163,i need lock maintenance,request_service,locksmith,low
1164,my door handle and lock are loose,report_issue,locksmith,low
1165,the lock keeps getting stuck,report_issue,locksmith,medium
1166,i need a locksmith today,request_service,locksmith,medium
1167,please send a locksmith immediately,request_service,locksmith,high
1168,i need help opening a locked door,request_service,locksmith,high
1169,i cannot access my house,report_issue,locksmith,high
1170,i need my front door unlocked,request_service,locksmith,high
1171,my lock needs immediate repair,report_issue,locksmith,high
1172,i need a high security lock installed,request_service,locksmith,medium
1173,i want to upgrade my door locks,request_service,locksmith,low
1174,i need digital lock installation,request_service,locksmith,low
1175,my smart lock is not working,report_issue,locksmith,medium
1176,the fingerprint lock is not responding,report_issue,locksmith,medium
1177,my electronic lock has stopped working,report_issue,locksmith,medium
1178,i need help with my smart door lock,request_service,locksmith,medium
1179,my lock was damaged by rust,report_issue,locksmith,low
1180,i need a locksmith to inspect my locks,request_service,locksmith,low
1181,the lock cylinder is broken,report_issue,locksmith,medium
1182,my key snapped in the door,report_issue,locksmith,high
1183,i need a locksmith for key extraction,request_service,locksmith,high
1184,my keys were stolen,report_issue,locksmith,high
1185,i need to change my locks after losing my keys,request_service,locksmith,high
1186,i cannot open my back door,report_issue,locksmith,medium
1187,my balcony door lock is broken,report_issue,locksmith,medium
1188,i need someone to fix my sliding door lock,request_service,locksmith,medium
1189,my patio door lock is damaged,report_issue,locksmith,medium
1190,the lock on my storage room is broken,report_issue,locksmith,low
1191,i need someone to unlock my storage room,request_service,locksmith,medium
1192,my security gate lock needs repair,report_issue,locksmith,medium
1193,i need emergency lock replacement,request_service,locksmith,high
1194,my lock has completely failed,report_issue,locksmith,high
1195,i need immediate locksmith assistance,request_service,locksmith,high
1196,my property needs new locks,report_issue,locksmith,medium
1197,i need professional locksmith service,request_service,locksmith,medium
1198,my lock problem needs to be fixed today,report_issue,locksmith,high
1199,i need a locksmith as soon as possible,request_service,locksmith,high
1200,i cannot enter my property because of the lock,report_issue,locksmith,high
1201,please arrange a locksmith right away,request_service,locksmith,high
1202,i need a gardener,request_service,gardner,medium
1203,please send a gardener,request_service,gardner,medium
1204,i need gardening service,request_service,gardner,medium
1205,i need someone to maintain my garden,request_service,gardner,medium
1206,my garden needs cleaning,report_issue,gardner,medium
1207,i need lawn mowing service,request_service,gardner,medium
1208,my lawn needs mowing,report_issue,gardner,medium
1209,the grass has grown too tall,report_issue,gardner,medium
1210,i need someone to trim my lawn,request_service,gardner,medium
1211,i need hedge trimming service,request_service,gardner,low
1212,my hedges need trimming,report_issue,gardner,low
1213,i need tree pruning service,request_service,gardner,medium
1214,my trees need pruning,report_issue,gardner,medium
1215,i need someone to cut tree branches,request_service,gardner,medium
1216,a tree branch is hanging dangerously,report_issue,gardner,high
1217,i need emergency tree removal,request_service,gardner,high
1218,a tree has fallen in my garden,report_issue,gardner,high
1219,i need someone to remove a fallen tree,request_service,gardner,high
1220,my garden is overgrown,report_issue,gardner,medium
1221,i need complete garden maintenance,request_service,gardner,medium
1222,i need weed removal service,request_service,gardner,low
1223,my garden is full of weeds,report_issue,gardner,medium
1224,i need flower bed maintenance,request_service,gardner,low
1225,my plants need professional care,report_issue,gardner,low
1226,i need garden landscaping,request_service,gardner,medium
1227,i want to redesign my garden,request_service,gardner,low
1228,i need landscaping service,request_service,gardner,medium
1229,i need someone to plant new flowers,request_service,gardner,low
1230,i need tree planting service,request_service,gardner,low
1231,i want to plant new trees,request_service,gardner,low
1232,i need garden soil preparation,request_service,gardner,low
1233,i need compost added to my garden,request_service,gardner,low
1234,my plants are dying,report_issue,gardner,medium
1235,i need help saving my plants,request_service,gardner,medium
1236,i need irrigation system repair,request_service,gardner,medium
1237,my garden irrigation system is not working,report_issue,gardner,medium
1238,i need sprinkler repair,request_service,gardner,medium
1239,my sprinkler system is broken,report_issue,gardner,medium
1240,i need someone to water my garden,request_service,gardner,low
1241,my garden needs regular maintenance,report_issue,gardner,low
1242,i need monthly gardening service,request_service,gardner,low
1243,i need weekly garden maintenance,request_service,gardner,low
1244,i need seasonal garden cleanup,request_service,gardner,low
1245,i need leaf removal service,request_service,gardner,low
1246,my yard is covered with leaves,report_issue,gardner,low
1247,i need garden waste removal,request_service,gardner,medium
1248,i need someone to remove garden debris,request_service,gardner,medium
1249,i need garden cleaning after a storm,request_service,gardner,high
1250,my garden was damaged by the storm,report_issue,gardner,high
1251,i need urgent gardening service,request_service,gardner,high
1252,please send a gardener today,request_service,gardner,medium
1253,i need a gardener immediately,request_service,gardner,high
1254,i need my garden cleaned before an event,request_service,gardner,high
1255,i need my lawn maintained today,request_service,gardner,medium
1256,i need someone to trim my bushes,request_service,gardner,low
1257,my bushes have become overgrown,report_issue,gardner,medium
1258,i need garden fence plants trimmed,request_service,gardner,low
1259,i need climbing plants trimmed,request_service,gardner,low
1260,my garden pathway needs cleaning,report_issue,gardner,low
1261,i need pressure washing for my garden paths,request_service,gardner,low
1262,i need garden edging service,request_service,gardner,low
1263,i need mulch added to my garden,request_service,gardner,low
1264,my flower garden needs attention,report_issue,gardner,low
1265,i need vegetable garden maintenance,request_service,gardner,low
1266,i need fruit tree maintenance,request_service,gardner,medium
1267,my fruit trees need pruning,report_issue,gardner,medium
1268,i need someone to fertilize my plants,request_service,gardner,low
1269,i need pest treatment for my garden,request_service,gardner,medium
1270,insects are damaging my plants,report_issue,gardner,medium
1271,my lawn has dry patches,report_issue,gardner,medium
1272,i need lawn restoration service,request_service,gardner,medium
1273,i need sod installation,request_service,gardner,medium
1274,i need turf installation,request_service,gardner,medium
1275,my garden looks unhealthy,report_issue,gardner,medium
